1,3,3,1,3,3,1
2,28,28,1,3,28,1
3,1,3,1,1,1,1
4,2,4,1,1,2,1
5,2,5,1,1,2,1
6,4,6,1,1,4,1
7,5,7,1,1,5,1
8,6,7,1,1,6,1
9,6,9,1,1,6,1
10,6,10,1,1,6,1
11,9,11,1,1,9,1
12,12,13,1,1,12,1
13,12,14,1,1,12,1
14,12,16,1,1,12,1
15,14,15,1,1,14,1
16,15,18,1,1,15,1
17,15,23,1,1,15,1
18,16,17,1,1,16,1
19,18,19,1,1,18,1
20,19,20,1,1,19,1
21,21,10,1,1,21,1
22,22,10,1,1,22,1
23,24,23,1,1,24,1
24,25,26,1,1,25,1
25,25,27,1,1,25,1
26,29,27,1,1,29,1
27,29,30,1,1,29,1
28,1,1,1,2,1,1
29,2,2,1,2,2,1
30,4,4,1,2,4,1
31,5,5,1,2,5,1
32,9,9,1,2,9,1
33,10,10,1,2,10,1
34,12,12,1,2,12,1
35,18,18,1,2,18,1
36,19,19,1,2,19,1
37,21,21,1,2,21,1
38,22,22,1,2,22,1
39,24,24,1,2,24,1
40,27,27,1,2,27,1
41,28,27,1,7,28,1
42,28,8,1,7,28,1
43,28,6,1,7,28,1
